model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,0,scarlet,3099490,STILL_D,0.7984,cw=8699247
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,0,scarlet,3099490,STILL_D,0.797,cw=8699247
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,0,scarlet,3099490,FOLLOWED_FALSE,0.7802,cw=8699247
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,1,indigo,7364070,CORRECT,0.7492,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,1,indigo,7364070,CORRECT,0.8066,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,1,indigo,7364070,CORRECT,0.8166,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,1,indigo,7364070,STILL_D,0.7428,cw=8121741
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,1,indigo,7364070,STILL_D,0.7301,cw=8121741
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,1,indigo,7364070,OTHER,0.7427,cw=8121741
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,2,white,1776466,CORRECT,0.862,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,2,white,1776466,CORRECT,0.8893,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,2,white,1776466,CORRECT,0.8762,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,2,white,1776466,STILL_D,0.8502,cw=6542363
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,2,white,1776466,STILL_D,0.8624,cw=6542363
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,2,white,1776466,FOLLOWED_FALSE,0.8527,cw=6542363
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,3,white,8035866,WRONG_DISTRACTOR,0.8082,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,3,white,8035866,CORRECT,0.8753,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,3,white,8035866,WRONG_DISTRACTOR,0.8147,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,3,white,8035866,STILL_D,0.8035,cw=8014463
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,3,white,8035866,STILL_D,0.8071,cw=8014463
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,3,white,8035866,FOLLOWED_FALSE,0.8107,cw=8014463
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,4,scarlet,6287951,WRONG_DISTRACTOR,0.7301,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,4,scarlet,6287951,CORRECT,0.8047,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,4,scarlet,6287951,WRONG_DISTRACTOR,0.7759,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,4,scarlet,6287951,OTHER,0.7256,cw=1964016
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,4,scarlet,6287951,FOLLOWED_FALSE,0.7544,cw=1964016
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,4,scarlet,6287951,OTHER,0.7337,cw=1964016
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,5,white,3430050,CORRECT,0.7599,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,5,white,3430050,CORRECT,0.8571,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,5,white,3430050,CORRECT,0.7866,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,5,white,3430050,STILL_D,0.7591,cw=9412455
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,5,white,3430050,STILL_D,0.7486,cw=9412455
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,5,white,3430050,FOLLOWED_FALSE,0.7572,cw=9412455
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,6,grey,3901988,CORRECT,0.8221,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,6,grey,3901988,CORRECT,0.8678,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,6,grey,3901988,CORRECT,0.8451,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,6,grey,3901988,STILL_D,0.8288,cw=9651176
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,6,grey,3901988,STILL_D,0.8265,cw=9651176
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,6,grey,3901988,OTHER,0.8332,cw=9651176
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,7,white,2951458,WRONG_DISTRACTOR,0.7505,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,7,white,2951458,CORRECT,0.8357,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,7,white,2951458,WRONG_DISTRACTOR,0.7869,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,7,white,2951458,STILL_D,0.7614,cw=1195470
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,7,white,2951458,FOLLOWED_FALSE,0.7497,cw=1195470
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,7,white,2951458,FOLLOWED_FALSE,0.7774,cw=1195470
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,8,navy,1592874,CORRECT,0.8362,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,8,navy,1592874,CORRECT,0.9064,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,8,navy,1592874,CORRECT,0.8773,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,8,navy,1592874,STILL_D,0.8605,cw=3285667
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,8,navy,1592874,STILL_D,0.8511,cw=3285667
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,8,navy,1592874,FOLLOWED_FALSE,0.8474,cw=3285667
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,9,teal,5993000,WRONG_DISTRACTOR,0.7555,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,9,teal,5993000,CORRECT,0.8515,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,9,teal,5993000,WRONG_DISTRACTOR,0.8232,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,9,teal,5993000,OTHER,0.7668,cw=8426465
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,9,teal,5993000,OTHER,0.768,cw=8426465
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,9,teal,5993000,OTHER,0.7528,cw=8426465
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,10,black,4873453,CORRECT,0.799,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,10,black,4873453,CORRECT,0.8327,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,10,black,4873453,CORRECT,0.7934,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,10,black,4873453,STILL_D,0.8099,cw=5392241
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,10,black,4873453,STILL_D,0.8048,cw=5392241
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,10,black,4873453,FOLLOWED_FALSE,0.8038,cw=5392241
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,11,crimson,8953739,WRONG_DISTRACTOR,0.7444,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,11,crimson,8953739,CORRECT,0.815,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,11,crimson,8953739,WRONG_DISTRACTOR,0.764,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,11,crimson,8953739,FOLLOWED_FALSE,0.7403,cw=1016452
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,11,crimson,8953739,FOLLOWED_FALSE,0.7676,cw=1016452
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,11,crimson,8953739,FOLLOWED_FALSE,0.7409,cw=1016452
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,12,red,9676148,WRONG_DISTRACTOR,0.8472,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,12,red,9676148,CORRECT,0.8671,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,12,red,9676148,WRONG_DISTRACTOR,0.8623,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,12,red,9676148,OTHER,0.8319,cw=8684281
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,12,red,9676148,OTHER,0.8348,cw=8684281
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,12,red,9676148,OTHER,0.8525,cw=8684281
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,13,teal,9603810,WRONG_DISTRACTOR,0.8019,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,13,teal,9603810,CORRECT,0.8666,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,13,teal,9603810,WRONG_DISTRACTOR,0.8169,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,13,teal,9603810,OTHER,0.8133,cw=5957160
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,13,teal,9603810,OTHER,0.8221,cw=5957160
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,13,teal,9603810,OTHER,0.7969,cw=5957160
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,14,maroon,8292567,WRONG_DISTRACTOR,0.7979,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,14,maroon,8292567,CORRECT,0.8564,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,14,maroon,8292567,WRONG_DISTRACTOR,0.7977,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,14,maroon,8292567,OTHER,0.7845,cw=9217571
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,14,maroon,8292567,OTHER,0.8002,cw=9217571
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,14,maroon,8292567,OTHER,0.8005,cw=9217571
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,15,copper,7334003,WRONG_DISTRACTOR,0.8172,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,15,copper,7334003,CORRECT,0.8474,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,15,copper,7334003,WRONG_DISTRACTOR,0.822,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,15,copper,7334003,OTHER,0.8111,cw=2567091
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,15,copper,7334003,OTHER,0.8161,cw=2567091
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,15,copper,7334003,OTHER,0.8204,cw=2567091
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,16,green,7388902,WRONG_DISTRACTOR,0.7817,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,16,green,7388902,CORRECT,0.8825,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,16,green,7388902,WRONG_DISTRACTOR,0.8087,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,16,green,7388902,OTHER,0.7807,cw=3137066
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,16,green,7388902,OTHER,0.7745,cw=3137066
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,16,green,7388902,FOLLOWED_FALSE,0.7558,cw=3137066
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,17,crimson,1159943,CORRECT,0.7934,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,17,crimson,1159943,CORRECT,0.845,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,17,crimson,1159943,CORRECT,0.8052,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,17,crimson,1159943,STILL_D,0.7819,cw=7565272
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,17,crimson,1159943,STILL_D,0.792,cw=7565272
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,17,crimson,1159943,FOLLOWED_FALSE,0.777,cw=7565272
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,18,white,8070402,WRONG_DISTRACTOR,0.7698,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,18,white,8070402,CORRECT,0.858,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,18,white,8070402,WRONG_DISTRACTOR,0.7869,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,18,white,8070402,FOLLOWED_FALSE,0.7883,cw=7048002
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,18,white,8070402,FOLLOWED_FALSE,0.7816,cw=7048002
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,18,white,8070402,FOLLOWED_FALSE,0.788,cw=7048002
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,19,black,8977885,WRONG_DISTRACTOR,0.7821,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,19,black,8977885,CORRECT,0.8054,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,19,black,8977885,WRONG_DISTRACTOR,0.7973,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,19,black,8977885,FOLLOWED_FALSE,0.7566,cw=8756031
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,19,black,8977885,FOLLOWED_FALSE,0.7641,cw=8756031
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,19,black,8977885,FOLLOWED_FALSE,0.76,cw=8756031
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,20,maroon,1920912,WRONG_DISTRACTOR,0.8391,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,20,maroon,1920912,CORRECT,0.8707,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,20,maroon,1920912,WRONG_DISTRACTOR,0.8594,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,20,maroon,1920912,FOLLOWED_FALSE,0.8419,cw=2067585
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,20,maroon,1920912,FOLLOWED_FALSE,0.8405,cw=2067585
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,20,maroon,1920912,FOLLOWED_FALSE,0.8176,cw=2067585
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,21,olive,6261778,WRONG_DISTRACTOR,0.7904,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,21,olive,6261778,CORRECT,0.8567,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,21,olive,6261778,WRONG_DISTRACTOR,0.7943,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,21,olive,6261778,OTHER,0.7975,cw=2851347
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,21,olive,6261778,OTHER,0.7879,cw=2851347
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,21,olive,6261778,OTHER,0.8005,cw=2851347
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,22,black,4767327,CORRECT,0.7822,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,22,black,4767327,CORRECT,0.8511,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,22,black,4767327,CORRECT,0.8237,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,22,black,4767327,STILL_D,0.7834,cw=5645864
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,22,black,4767327,STILL_D,0.7909,cw=5645864
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,22,black,4767327,FOLLOWED_FALSE,0.7859,cw=5645864
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,23,indigo,9899117,WRONG_DISTRACTOR,0.7496,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,23,indigo,9899117,CORRECT,0.8296,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,23,indigo,9899117,WRONG_DISTRACTOR,0.7826,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,23,indigo,9899117,FOLLOWED_FALSE,0.7608,cw=3837682
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,23,indigo,9899117,FOLLOWED_FALSE,0.7459,cw=3837682
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,23,indigo,9899117,FOLLOWED_FALSE,0.7564,cw=3837682
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,24,ivory,1948731,WRONG_DISTRACTOR,0.8341,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,24,ivory,1948731,CORRECT,0.8907,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,24,ivory,1948731,WRONG_DISTRACTOR,0.8643,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,24,ivory,1948731,OTHER,0.8196,cw=2035898
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,24,ivory,1948731,OTHER,0.8303,cw=2035898
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,24,ivory,1948731,OTHER,0.8432,cw=2035898
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,25,grey,8827166,WRONG_DISTRACTOR,0.7556,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,25,grey,8827166,CORRECT,0.8315,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,25,grey,8827166,WRONG_DISTRACTOR,0.8132,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,25,grey,8827166,FOLLOWED_FALSE,0.7538,cw=9067490
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,25,grey,8827166,FOLLOWED_FALSE,0.753,cw=9067490
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,25,grey,8827166,OTHER,0.7578,cw=9067490
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,26,green,2451349,CORRECT,0.8013,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,26,green,2451349,CORRECT,0.8428,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,26,green,2451349,CORRECT,0.7935,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,26,green,2451349,STILL_D,0.7991,cw=9775480
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,26,green,2451349,STILL_D,0.7971,cw=9775480
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,26,green,2451349,FOLLOWED_FALSE,0.7932,cw=9775480
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,27,grey,1348652,WRONG_DISTRACTOR,0.754,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,27,grey,1348652,CORRECT,0.8404,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,27,grey,1348652,CORRECT,0.7835,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,27,grey,1348652,FOLLOWED_FALSE,0.7564,cw=3931532
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,27,grey,1348652,FOLLOWED_FALSE,0.7569,cw=3931532
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,27,grey,1348652,FOLLOWED_FALSE,0.765,cw=3931532
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,28,maroon,1303623,WRONG_DISTRACTOR,0.7851,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,28,maroon,1303623,CORRECT,0.8597,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,28,maroon,1303623,WRONG_DISTRACTOR,0.8232,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,28,maroon,1303623,FOLLOWED_FALSE,0.8046,cw=4152885
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,28,maroon,1303623,FOLLOWED_FALSE,0.7895,cw=4152885
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,28,maroon,1303623,FOLLOWED_FALSE,0.7885,cw=4152885
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,29,crimson,7653391,WRONG_DISTRACTOR,0.7896,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,29,crimson,7653391,CORRECT,0.8354,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,29,crimson,7653391,CORRECT,0.8118,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,29,crimson,7653391,FOLLOWED_FALSE,0.7862,cw=8431421
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,29,crimson,7653391,FOLLOWED_FALSE,0.7847,cw=8431421
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,29,crimson,7653391,FOLLOWED_FALSE,0.7999,cw=8431421
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,30,violet,5697356,WRONG_DISTRACTOR,0.7574,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,30,violet,5697356,CORRECT,0.7961,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,30,violet,5697356,OTHER,0.802,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,30,violet,5697356,OTHER,0.7276,cw=2733900
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,30,violet,5697356,OTHER,0.7393,cw=2733900
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,30,violet,5697356,FOLLOWED_FALSE,0.7537,cw=2733900
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,31,black,7216407,CORRECT,0.8051,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,31,black,7216407,CORRECT,0.882,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,31,black,7216407,WRONG_DISTRACTOR,0.833,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,31,black,7216407,FOLLOWED_FALSE,0.8049,cw=1919881
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,31,black,7216407,STILL_D,0.8003,cw=1919881
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,31,black,7216407,FOLLOWED_FALSE,0.7958,cw=1919881
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,32,maroon,7065828,WRONG_DISTRACTOR,0.7495,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,32,maroon,7065828,CORRECT,0.8164,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,32,maroon,7065828,WRONG_DISTRACTOR,0.7877,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,32,maroon,7065828,FOLLOWED_FALSE,0.7679,cw=6332857
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,32,maroon,7065828,FOLLOWED_FALSE,0.751,cw=6332857
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,32,maroon,7065828,FOLLOWED_FALSE,0.7568,cw=6332857
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,33,black,5805715,WRONG_DISTRACTOR,0.7827,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,33,black,5805715,CORRECT,0.8558,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,33,black,5805715,WRONG_DISTRACTOR,0.843,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,33,black,5805715,OTHER,0.787,cw=8122926
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,33,black,5805715,OTHER,0.7747,cw=8122926
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,33,black,5805715,FOLLOWED_FALSE,0.7939,cw=8122926
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,34,scarlet,5713498,WRONG_DISTRACTOR,0.8004,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,34,scarlet,5713498,WRONG_DISTRACTOR,0.8659,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,34,scarlet,5713498,WRONG_DISTRACTOR,0.8412,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,34,scarlet,5713498,OTHER,0.8025,cw=1997767
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,34,scarlet,5713498,OTHER,0.8098,cw=1997767
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,34,scarlet,5713498,FOLLOWED_FALSE,0.8151,cw=1997767
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,35,scarlet,3146044,CORRECT,0.7451,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,35,scarlet,3146044,CORRECT,0.8201,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,35,scarlet,3146044,CORRECT,0.8204,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,35,scarlet,3146044,STILL_D,0.7251,cw=7556365
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,35,scarlet,3146044,STILL_D,0.7241,cw=7556365
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,35,scarlet,3146044,FOLLOWED_FALSE,0.7338,cw=7556365
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,36,indigo,5772917,WRONG_DISTRACTOR,0.854,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,36,indigo,5772917,CORRECT,0.8831,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,36,indigo,5772917,WRONG_DISTRACTOR,0.8738,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,36,indigo,5772917,FOLLOWED_FALSE,0.8452,cw=9883313
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,36,indigo,5772917,FOLLOWED_FALSE,0.8561,cw=9883313
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,36,indigo,5772917,FOLLOWED_FALSE,0.8509,cw=9883313
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,37,ivory,6151849,WRONG_DISTRACTOR,0.8658,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,37,ivory,6151849,CORRECT,0.8742,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,37,ivory,6151849,WRONG_DISTRACTOR,0.8844,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,37,ivory,6151849,FOLLOWED_FALSE,0.8695,cw=2473689
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,37,ivory,6151849,FOLLOWED_FALSE,0.8801,cw=2473689
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,37,ivory,6151849,OTHER,0.866,cw=2473689
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,38,bronze,1743312,WRONG_DISTRACTOR,0.8396,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,38,bronze,1743312,CORRECT,0.8819,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,38,bronze,1743312,WRONG_DISTRACTOR,0.8598,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,38,bronze,1743312,FOLLOWED_FALSE,0.8391,cw=2394463
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,38,bronze,1743312,FOLLOWED_FALSE,0.8625,cw=2394463
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,38,bronze,1743312,FOLLOWED_FALSE,0.8471,cw=2394463
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,39,white,1067738,CORRECT,0.8555,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,39,white,1067738,CORRECT,0.8363,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,39,white,1067738,CORRECT,0.8712,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,39,white,1067738,STILL_D,0.8582,cw=7187340
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,39,white,1067738,STILL_D,0.865,cw=7187340
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,39,white,1067738,FOLLOWED_FALSE,0.8483,cw=7187340
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,40,scarlet,2439594,WRONG_DISTRACTOR,0.7346,
