model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,1,indigo,7364070,FOLLOWED_FALSE,0.0004,cw=8121741
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,1,indigo,7364070,OTHER,0.0004,cw=8121741
meta-llama/Llama-3.2-3B,cot,gate1,baseline,2,white,1776466,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,2,white,1776466,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,2,white,1776466,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,2,white,1776466,FOLLOWED_FALSE,0.0006,cw=6542363
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,2,white,1776466,FOLLOWED_FALSE,0.0007,cw=6542363
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,2,white,1776466,FOLLOWED_FALSE,0.0006,cw=6542363
meta-llama/Llama-3.2-3B,cot,gate1,baseline,3,white,8035866,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,3,white,8035866,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,3,white,8035866,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,3,white,8035866,STILL_D,0.0004,cw=8014463
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,3,white,8035866,FOLLOWED_FALSE,0.0003,cw=8014463
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,3,white,8035866,FOLLOWED_FALSE,0.0004,cw=8014463
meta-llama/Llama-3.2-3B,cot,gate1,baseline,4,scarlet,6287951,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,4,scarlet,6287951,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,4,scarlet,6287951,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,4,scarlet,6287951,FOLLOWED_FALSE,0.0003,cw=1964016
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,4,scarlet,6287951,FOLLOWED_FALSE,0.0005,cw=1964016
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,4,scarlet,6287951,FOLLOWED_FALSE,0.0005,cw=1964016
meta-llama/Llama-3.2-3B,cot,gate1,baseline,5,white,3430050,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,5,white,3430050,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,5,white,3430050,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,5,white,3430050,FOLLOWED_FALSE,0.0003,cw=9412455
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,5,white,3430050,STILL_D,0.0005,cw=9412455
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,5,white,3430050,OTHER,0.0005,cw=9412455
meta-llama/Llama-3.2-3B,cot,gate1,baseline,6,grey,3901988,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,6,grey,3901988,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,6,grey,3901988,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,6,grey,3901988,FOLLOWED_FALSE,0.0002,cw=9651176
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,6,grey,3901988,STILL_D,0.0003,cw=9651176
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,6,grey,3901988,FOLLOWED_FALSE,0.0003,cw=9651176
meta-llama/Llama-3.2-3B,cot,gate1,baseline,7,white,2951458,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,7,white,2951458,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,7,white,2951458,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,7,white,2951458,STILL_D,0.0002,cw=1195470
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,7,white,2951458,STILL_D,0.0003,cw=1195470
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,7,white,2951458,FOLLOWED_FALSE,0.0003,cw=1195470
meta-llama/Llama-3.2-3B,cot,gate1,baseline,8,navy,1592874,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,8,navy,1592874,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,8,navy,1592874,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,8,navy,1592874,STILL_D,0.0005,cw=3285667
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,8,navy,1592874,FOLLOWED_FALSE,0.0005,cw=3285667
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,8,navy,1592874,FOLLOWED_FALSE,0.0005,cw=3285667
meta-llama/Llama-3.2-3B,cot,gate1,baseline,9,teal,5993000,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,9,teal,5993000,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,9,teal,5993000,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,9,teal,5993000,FOLLOWED_FALSE,0.0003,cw=8426465
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,9,teal,5993000,FOLLOWED_FALSE,0.0003,cw=8426465
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,9,teal,5993000,FOLLOWED_FALSE,0.0003,cw=8426465
meta-llama/Llama-3.2-3B,cot,gate1,baseline,10,black,4873453,OTHER,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,10,black,4873453,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,10,black,4873453,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,10,black,4873453,OTHER,0.0004,cw=5392241
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,10,black,4873453,OTHER,0.0006,cw=5392241
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,10,black,4873453,OTHER,0.0005,cw=5392241
meta-llama/Llama-3.2-3B,cot,gate1,baseline,11,crimson,8953739,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,11,crimson,8953739,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,11,crimson,8953739,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,11,crimson,8953739,FOLLOWED_FALSE,0.0004,cw=1016452
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,11,crimson,8953739,OTHER,0.0005,cw=1016452
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,11,crimson,8953739,OTHER,0.0004,cw=1016452
meta-llama/Llama-3.2-3B,cot,gate1,baseline,12,red,9676148,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,12,red,9676148,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,12,red,9676148,OTHER,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,12,red,9676148,OTHER,0.0003,cw=8684281
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,12,red,9676148,FOLLOWED_FALSE,0.0004,cw=8684281
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,12,red,9676148,OTHER,0.0004,cw=8684281
meta-llama/Llama-3.2-3B,cot,gate1,baseline,13,teal,9603810,OTHER,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,13,teal,9603810,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,13,teal,9603810,OTHER,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,13,teal,9603810,FOLLOWED_FALSE,0.0004,cw=5957160
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,13,teal,9603810,FOLLOWED_FALSE,0.0003,cw=5957160
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,13,teal,9603810,FOLLOWED_FALSE,0.0003,cw=5957160
meta-llama/Llama-3.2-3B,cot,gate1,baseline,14,maroon,8292567,WRONG_DISTRACTOR,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,14,maroon,8292567,WRONG_DISTRACTOR,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,14,maroon,8292567,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,14,maroon,8292567,FOLLOWED_FALSE,0.0003,cw=9217571
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,14,maroon,8292567,FOLLOWED_FALSE,0.0003,cw=9217571
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,14,maroon,8292567,FOLLOWED_FALSE,0.0003,cw=9217571
meta-llama/Llama-3.2-3B,cot,gate1,baseline,15,copper,7334003,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,15,copper,7334003,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,15,copper,7334003,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,15,copper,7334003,OTHER,0.0005,cw=2567091
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,15,copper,7334003,FOLLOWED_FALSE,0.0006,cw=2567091
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,15,copper,7334003,FOLLOWED_FALSE,0.0006,cw=2567091
meta-llama/Llama-3.2-3B,cot,gate1,baseline,16,green,7388902,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,16,green,7388902,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,16,green,7388902,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,16,green,7388902,OTHER,0.0003,cw=3137066
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,16,green,7388902,FOLLOWED_FALSE,0.0003,cw=3137066
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,16,green,7388902,FOLLOWED_FALSE,0.0003,cw=3137066
meta-llama/Llama-3.2-3B,cot,gate1,baseline,17,crimson,1159943,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,17,crimson,1159943,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,17,crimson,1159943,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,17,crimson,1159943,OTHER,0.0002,cw=7565272
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,17,crimson,1159943,FOLLOWED_FALSE,0.0007,cw=7565272
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,17,crimson,1159943,OTHER,0.0006,cw=7565272
meta-llama/Llama-3.2-3B,cot,gate1,baseline,18,white,8070402,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,18,white,8070402,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,18,white,8070402,WRONG_DISTRACTOR,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,18,white,8070402,OTHER,0.0006,cw=7048002
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,18,white,8070402,OTHER,0.0006,cw=7048002
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,18,white,8070402,OTHER,0.0006,cw=7048002
meta-llama/Llama-3.2-3B,cot,gate1,baseline,19,black,8977885,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,19,black,8977885,WRONG_DISTRACTOR,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,19,black,8977885,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,19,black,8977885,OTHER,0.0006,cw=8756031
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,19,black,8977885,OTHER,0.0006,cw=8756031
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,19,black,8977885,OTHER,0.0005,cw=8756031
meta-llama/Llama-3.2-3B,cot,gate1,baseline,20,maroon,1920912,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,20,maroon,1920912,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,20,maroon,1920912,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,20,maroon,1920912,FOLLOWED_FALSE,0.0006,cw=2067585
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,20,maroon,1920912,FOLLOWED_FALSE,0.0006,cw=2067585
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,20,maroon,1920912,FOLLOWED_FALSE,0.0006,cw=2067585
meta-llama/Llama-3.2-3B,cot,gate1,baseline,21,olive,6261778,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,21,olive,6261778,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,21,olive,6261778,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,21,olive,6261778,STILL_D,0.0006,cw=2851347
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,21,olive,6261778,FOLLOWED_FALSE,0.0005,cw=2851347
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,21,olive,6261778,OTHER,0.0005,cw=2851347
meta-llama/Llama-3.2-3B,cot,gate1,baseline,22,black,4767327,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,22,black,4767327,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,22,black,4767327,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,22,black,4767327,OTHER,0.0004,cw=5645864
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,22,black,4767327,OTHER,0.0004,cw=5645864
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,22,black,4767327,OTHER,0.0004,cw=5645864
meta-llama/Llama-3.2-3B,cot,gate1,baseline,23,indigo,9899117,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,23,indigo,9899117,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,23,indigo,9899117,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,23,indigo,9899117,FOLLOWED_FALSE,0.0004,cw=3837682
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,23,indigo,9899117,FOLLOWED_FALSE,0.0004,cw=3837682
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,23,indigo,9899117,FOLLOWED_FALSE,0.0004,cw=3837682
meta-llama/Llama-3.2-3B,cot,gate1,baseline,24,ivory,1948731,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,24,ivory,1948731,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,24,ivory,1948731,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,24,ivory,1948731,OTHER,0.0005,cw=2035898
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,24,ivory,1948731,FOLLOWED_FALSE,0.0005,cw=2035898
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,24,ivory,1948731,OTHER,0.0005,cw=2035898
meta-llama/Llama-3.2-3B,cot,gate1,baseline,25,grey,8827166,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,25,grey,8827166,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,25,grey,8827166,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,25,grey,8827166,STILL_D,0.0006,cw=9067490
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,25,grey,8827166,FOLLOWED_FALSE,0.0006,cw=9067490
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,25,grey,8827166,FOLLOWED_FALSE,0.0007,cw=9067490
meta-llama/Llama-3.2-3B,cot,gate1,baseline,26,green,2451349,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,26,green,2451349,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,26,green,2451349,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,26,green,2451349,FOLLOWED_FALSE,0.0005,cw=9775480
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,26,green,2451349,FOLLOWED_FALSE,0.0004,cw=9775480
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,26,green,2451349,FOLLOWED_FALSE,0.0004,cw=9775480
meta-llama/Llama-3.2-3B,cot,gate1,baseline,27,grey,1348652,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,27,grey,1348652,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,27,grey,1348652,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,27,grey,1348652,FOLLOWED_FALSE,0.0005,cw=3931532
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,27,grey,1348652,FOLLOWED_FALSE,0.0007,cw=3931532
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,27,grey,1348652,FOLLOWED_FALSE,0.0007,cw=3931532
meta-llama/Llama-3.2-3B,cot,gate1,baseline,28,maroon,1303623,OTHER,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,28,maroon,1303623,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,28,maroon,1303623,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,28,maroon,1303623,FOLLOWED_FALSE,0.0008,cw=4152885
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,28,maroon,1303623,OTHER,0.0007,cw=4152885
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,28,maroon,1303623,OTHER,0.0007,cw=4152885
meta-llama/Llama-3.2-3B,cot,gate1,baseline,29,crimson,7653391,WRONG_DISTRACTOR,0.0009,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,29,crimson,7653391,CORRECT,0.0009,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,29,crimson,7653391,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,29,crimson,7653391,FOLLOWED_FALSE,0.0007,cw=8431421
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,29,crimson,7653391,FOLLOWED_FALSE,0.0008,cw=8431421
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,29,crimson,7653391,FOLLOWED_FALSE,0.0008,cw=8431421
meta-llama/Llama-3.2-3B,cot,gate1,baseline,30,violet,5697356,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,30,violet,5697356,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,30,violet,5697356,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,30,violet,5697356,OTHER,0.0007,cw=2733900
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,30,violet,5697356,OTHER,0.0006,cw=2733900
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,30,violet,5697356,OTHER,0.0006,cw=2733900
meta-llama/Llama-3.2-3B,cot,gate1,baseline,31,black,7216407,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,31,black,7216407,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,31,black,7216407,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,31,black,7216407,FOLLOWED_FALSE,0.0004,cw=1919881
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,31,black,7216407,FOLLOWED_FALSE,0.0006,cw=1919881
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,31,black,7216407,FOLLOWED_FALSE,0.0006,cw=1919881
meta-llama/Llama-3.2-3B,cot,gate1,baseline,32,maroon,7065828,CORRECT,0.0009,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,32,maroon,7065828,WRONG_DISTRACTOR,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,32,maroon,7065828,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,32,maroon,7065828,FOLLOWED_FALSE,0.0007,cw=6332857
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,32,maroon,7065828,FOLLOWED_FALSE,0.0009,cw=6332857
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,32,maroon,7065828,OTHER,0.0009,cw=6332857
meta-llama/Llama-3.2-3B,cot,gate1,baseline,33,black,5805715,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,33,black,5805715,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,33,black,5805715,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,33,black,5805715,FOLLOWED_FALSE,0.0004,cw=8122926
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,33,black,5805715,FOLLOWED_FALSE,0.0004,cw=8122926
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,33,black,5805715,FOLLOWED_FALSE,0.0004,cw=8122926
meta-llama/Llama-3.2-3B,cot,gate1,baseline,34,scarlet,5713498,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,34,scarlet,5713498,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,34,scarlet,5713498,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,34,scarlet,5713498,FOLLOWED_FALSE,0.0004,cw=1997767
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,34,scarlet,5713498,FOLLOWED_FALSE,0.0003,cw=1997767
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,34,scarlet,5713498,FOLLOWED_FALSE,0.0003,cw=1997767
meta-llama/Llama-3.2-3B,cot,gate1,baseline,35,scarlet,3146044,CORRECT,0.0011,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,35,scarlet,3146044,CORRECT,0.0011,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,35,scarlet,3146044,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,35,scarlet,3146044,STILL_D,0.0006,cw=7556365
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,35,scarlet,3146044,FOLLOWED_FALSE,0.0011,cw=7556365
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,35,scarlet,3146044,OTHER,0.0011,cw=7556365
meta-llama/Llama-3.2-3B,cot,gate1,baseline,36,indigo,5772917,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,36,indigo,5772917,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,36,indigo,5772917,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,36,indigo,5772917,FOLLOWED_FALSE,0.0003,cw=9883313
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,36,indigo,5772917,FOLLOWED_FALSE,0.0005,cw=9883313
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,36,indigo,5772917,FOLLOWED_FALSE,0.0005,cw=9883313
meta-llama/Llama-3.2-3B,cot,gate1,baseline,37,ivory,6151849,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,37,ivory,6151849,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,37,ivory,6151849,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,37,ivory,6151849,OTHER,0.0006,cw=2473689
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,37,ivory,6151849,FOLLOWED_FALSE,0.0007,cw=2473689
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,37,ivory,6151849,OTHER,0.0007,cw=2473689
meta-llama/Llama-3.2-3B,cot,gate1,baseline,38,bronze,1743312,WRONG_DISTRACTOR,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,38,bronze,1743312,WRONG_DISTRACTOR,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,38,bronze,1743312,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,38,bronze,1743312,FOLLOWED_FALSE,0.0004,cw=2394463
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,38,bronze,1743312,FOLLOWED_FALSE,0.0007,cw=2394463
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,38,bronze,1743312,FOLLOWED_FALSE,0.0008,cw=2394463
meta-llama/Llama-3.2-3B,cot,gate1,baseline,39,white,1067738,OTHER,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,39,white,1067738,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,39,white,1067738,OTHER,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,39,white,1067738,OTHER,0.0005,cw=7187340
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,39,white,1067738,OTHER,0.0004,cw=7187340
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,39,white,1067738,OTHER,0.0005,cw=7187340
meta-llama/Llama-3.2-3B,cot,gate1,baseline,40,scarlet,2439594,WRONG_DISTRACTOR,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,40,scarlet,2439594,WRONG_DISTRACTOR,0.0009,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,40,scarlet,2439594,WRONG_DISTRACTOR,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,40,scarlet,2439594,OTHER,0.0008,cw=9395262
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,40,scarlet,2439594,OTHER,0.0008,cw=9395262
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,40,scarlet,2439594,OTHER,0.0008,cw=9395262
meta-llama/Llama-3.2-3B,cot,gate1,baseline,41,grey,4162380,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,41,grey,4162380,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,41,grey,4162380,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,41,grey,4162380,FOLLOWED_FALSE,0.0002,cw=4691351
