model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,1,indigo,7364070,CORRECT,0.9701,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,1,indigo,7364070,WRONG_DISTRACTOR,0.9654,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,1,indigo,7364070,OTHER,0.9562,cw=8121741
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,1,indigo,7364070,OTHER,0.9516,cw=8121741
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,1,indigo,7364070,OTHER,0.957,cw=8121741
Qwen/Qwen2.5-3B,implicit,gate1,baseline,2,white,1776466,CORRECT,0.8646,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,2,white,1776466,CORRECT,0.9678,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,2,white,1776466,CORRECT,0.9546,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,2,white,1776466,STILL_D,0.7618,cw=6542363
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,2,white,1776466,STILL_D,0.8962,cw=6542363
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,2,white,1776466,FOLLOWED_FALSE,0.9063,cw=6542363
Qwen/Qwen2.5-3B,implicit,gate1,baseline,3,white,8035866,CORRECT,0.8928,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,3,white,8035866,CORRECT,0.9637,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,3,white,8035866,CORRECT,0.9293,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,3,white,8035866,STILL_D,0.8722,cw=8014463
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,3,white,8035866,STILL_D,0.9056,cw=8014463
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,3,white,8035866,FOLLOWED_FALSE,0.9029,cw=8014463
Qwen/Qwen2.5-3B,implicit,gate1,baseline,4,scarlet,6287951,WRONG_DISTRACTOR,0.9081,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,4,scarlet,6287951,CORRECT,0.9593,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,4,scarlet,6287951,WRONG_DISTRACTOR,0.9506,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,4,scarlet,6287951,FOLLOWED_FALSE,0.9233,cw=1964016
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,4,scarlet,6287951,FOLLOWED_FALSE,0.9076,cw=1964016
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,4,scarlet,6287951,FOLLOWED_FALSE,0.9241,cw=1964016
Qwen/Qwen2.5-3B,implicit,gate1,baseline,5,white,3430050,CORRECT,0.9281,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,5,white,3430050,CORRECT,0.9649,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,5,white,3430050,CORRECT,0.9562,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,5,white,3430050,STILL_D,0.9195,cw=9412455
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,5,white,3430050,STILL_D,0.9207,cw=9412455
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,5,white,3430050,FOLLOWED_FALSE,0.9277,cw=9412455
Qwen/Qwen2.5-3B,implicit,gate1,baseline,6,grey,3901988,CORRECT,0.8745,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,6,grey,3901988,CORRECT,0.9523,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,6,grey,3901988,CORRECT,0.9234,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,6,grey,3901988,STILL_D,0.893,cw=9651176
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,6,grey,3901988,STILL_D,0.8656,cw=9651176
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,6,grey,3901988,OTHER,0.8443,cw=9651176
Qwen/Qwen2.5-3B,implicit,gate1,baseline,7,white,2951458,WRONG_DISTRACTOR,0.8875,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,7,white,2951458,CORRECT,0.9605,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,7,white,2951458,WRONG_DISTRACTOR,0.9104,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,7,white,2951458,FOLLOWED_FALSE,0.8912,cw=1195470
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,7,white,2951458,FOLLOWED_FALSE,0.8813,cw=1195470
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,7,white,2951458,FOLLOWED_FALSE,0.9211,cw=1195470
Qwen/Qwen2.5-3B,implicit,gate1,baseline,8,navy,1592874,CORRECT,0.905,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,8,navy,1592874,CORRECT,0.9418,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,8,navy,1592874,CORRECT,0.9316,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,8,navy,1592874,STILL_D,0.921,cw=3285667
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,8,navy,1592874,STILL_D,0.9109,cw=3285667
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,8,navy,1592874,FOLLOWED_FALSE,0.9129,cw=3285667
Qwen/Qwen2.5-3B,implicit,gate1,baseline,9,teal,5993000,WRONG_DISTRACTOR,0.9191,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,9,teal,5993000,CORRECT,0.9661,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,9,teal,5993000,WRONG_DISTRACTOR,0.9423,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,9,teal,5993000,OTHER,0.9264,cw=8426465
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,9,teal,5993000,OTHER,0.9167,cw=8426465
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,9,teal,5993000,OTHER,0.9343,cw=8426465
Qwen/Qwen2.5-3B,implicit,gate1,baseline,10,black,4873453,WRONG_DISTRACTOR,0.8963,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,10,black,4873453,CORRECT,0.952,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,10,black,4873453,WRONG_DISTRACTOR,0.9431,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,10,black,4873453,FOLLOWED_FALSE,0.9063,cw=5392241
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,10,black,4873453,OTHER,0.9039,cw=5392241
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,10,black,4873453,FOLLOWED_FALSE,0.9179,cw=5392241
Qwen/Qwen2.5-3B,implicit,gate1,baseline,11,crimson,8953739,WRONG_DISTRACTOR,0.9341,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,11,crimson,8953739,WRONG_DISTRACTOR,0.9527,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,11,crimson,8953739,WRONG_DISTRACTOR,0.9304,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,11,crimson,8953739,FOLLOWED_FALSE,0.9188,cw=1016452
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,11,crimson,8953739,FOLLOWED_FALSE,0.9333,cw=1016452
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,11,crimson,8953739,FOLLOWED_FALSE,0.9325,cw=1016452
Qwen/Qwen2.5-3B,implicit,gate1,baseline,12,red,9676148,WRONG_DISTRACTOR,0.768,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,12,red,9676148,CORRECT,0.9421,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,12,red,9676148,WRONG_DISTRACTOR,0.8419,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,12,red,9676148,OTHER,0.7844,cw=8684281
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,12,red,9676148,OTHER,0.7727,cw=8684281
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,12,red,9676148,OTHER,0.7733,cw=8684281
Qwen/Qwen2.5-3B,implicit,gate1,baseline,13,teal,9603810,WRONG_DISTRACTOR,0.9136,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,13,teal,9603810,CORRECT,0.9563,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,13,teal,9603810,WRONG_DISTRACTOR,0.9513,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,13,teal,9603810,OTHER,0.9235,cw=5957160
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,13,teal,9603810,OTHER,0.9097,cw=5957160
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,13,teal,9603810,OTHER,0.8959,cw=5957160
Qwen/Qwen2.5-3B,implicit,gate1,baseline,14,maroon,8292567,WRONG_DISTRACTOR,0.8946,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,14,maroon,8292567,CORRECT,0.9451,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,14,maroon,8292567,WRONG_DISTRACTOR,0.9245,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,14,maroon,8292567,OTHER,0.8741,cw=9217571
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,14,maroon,8292567,OTHER,0.8824,cw=9217571
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,14,maroon,8292567,OTHER,0.8787,cw=9217571
Qwen/Qwen2.5-3B,implicit,gate1,baseline,15,copper,7334003,WRONG_DISTRACTOR,0.836,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,15,copper,7334003,CORRECT,0.9766,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,15,copper,7334003,WRONG_DISTRACTOR,0.9231,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,15,copper,7334003,OTHER,0.8317,cw=2567091
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,15,copper,7334003,OTHER,0.8767,cw=2567091
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,15,copper,7334003,OTHER,0.8692,cw=2567091
Qwen/Qwen2.5-3B,implicit,gate1,baseline,16,green,7388902,WRONG_DISTRACTOR,0.8698,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,16,green,7388902,CORRECT,0.9683,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,16,green,7388902,WRONG_DISTRACTOR,0.93,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,16,green,7388902,OTHER,0.8646,cw=3137066
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,16,green,7388902,OTHER,0.8697,cw=3137066
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,16,green,7388902,OTHER,0.8858,cw=3137066
Qwen/Qwen2.5-3B,implicit,gate1,baseline,17,crimson,1159943,CORRECT,0.841,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,17,crimson,1159943,CORRECT,0.9687,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,17,crimson,1159943,CORRECT,0.9307,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,17,crimson,1159943,STILL_D,0.8827,cw=7565272
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,17,crimson,1159943,STILL_D,0.8358,cw=7565272
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,17,crimson,1159943,FOLLOWED_FALSE,0.8819,cw=7565272
Qwen/Qwen2.5-3B,implicit,gate1,baseline,18,white,8070402,CORRECT,0.9553,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,18,white,8070402,CORRECT,0.9584,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,18,white,8070402,CORRECT,0.9556,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,18,white,8070402,STILL_D,0.9383,cw=7048002
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,18,white,8070402,STILL_D,0.9562,cw=7048002
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,18,white,8070402,FOLLOWED_FALSE,0.9503,cw=7048002
Qwen/Qwen2.5-3B,implicit,gate1,baseline,19,black,8977885,WRONG_DISTRACTOR,0.931,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,19,black,8977885,CORRECT,0.9634,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,19,black,8977885,WRONG_DISTRACTOR,0.9571,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,19,black,8977885,OTHER,0.9413,cw=8756031
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,19,black,8977885,OTHER,0.9282,cw=8756031
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,19,black,8977885,OTHER,0.938,cw=8756031
Qwen/Qwen2.5-3B,implicit,gate1,baseline,20,maroon,1920912,CORRECT,0.9527,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,20,maroon,1920912,CORRECT,0.964,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,20,maroon,1920912,CORRECT,0.9569,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,20,maroon,1920912,STILL_D,0.9569,cw=2067585
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,20,maroon,1920912,STILL_D,0.946,cw=2067585
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,20,maroon,1920912,FOLLOWED_FALSE,0.954,cw=2067585
Qwen/Qwen2.5-3B,implicit,gate1,baseline,21,olive,6261778,WRONG_DISTRACTOR,0.934,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,21,olive,6261778,CORRECT,0.9687,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,21,olive,6261778,WRONG_DISTRACTOR,0.9609,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,21,olive,6261778,OTHER,0.9409,cw=2851347
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,21,olive,6261778,OTHER,0.9338,cw=2851347
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,21,olive,6261778,OTHER,0.9482,cw=2851347
Qwen/Qwen2.5-3B,implicit,gate1,baseline,22,black,4767327,WRONG_DISTRACTOR,0.8586,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,22,black,4767327,CORRECT,0.9658,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,22,black,4767327,CORRECT,0.89,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,22,black,4767327,OTHER,0.8836,cw=5645864
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,22,black,4767327,OTHER,0.8659,cw=5645864
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,22,black,4767327,OTHER,0.8368,cw=5645864
Qwen/Qwen2.5-3B,implicit,gate1,baseline,23,indigo,9899117,WRONG_DISTRACTOR,0.9038,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,23,indigo,9899117,CORRECT,0.9666,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,23,indigo,9899117,WRONG_DISTRACTOR,0.9087,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,23,indigo,9899117,FOLLOWED_FALSE,0.9102,cw=3837682
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,23,indigo,9899117,FOLLOWED_FALSE,0.9054,cw=3837682
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,23,indigo,9899117,FOLLOWED_FALSE,0.905,cw=3837682
Qwen/Qwen2.5-3B,implicit,gate1,baseline,24,ivory,1948731,WRONG_DISTRACTOR,0.95,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,24,ivory,1948731,CORRECT,0.9684,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,24,ivory,1948731,WRONG_DISTRACTOR,0.9596,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,24,ivory,1948731,OTHER,0.9516,cw=2035898
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,24,ivory,1948731,OTHER,0.9484,cw=2035898
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,24,ivory,1948731,OTHER,0.9513,cw=2035898
Qwen/Qwen2.5-3B,implicit,gate1,baseline,25,grey,8827166,CORRECT,0.8949,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,25,grey,8827166,CORRECT,0.9642,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,25,grey,8827166,CORRECT,0.9076,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,25,grey,8827166,STILL_D,0.9172,cw=9067490
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,25,grey,8827166,STILL_D,0.9086,cw=9067490
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,25,grey,8827166,FOLLOWED_FALSE,0.9096,cw=9067490
Qwen/Qwen2.5-3B,implicit,gate1,baseline,26,green,2451349,CORRECT,0.9336,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,26,green,2451349,CORRECT,0.9607,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,26,green,2451349,CORRECT,0.9543,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,26,green,2451349,STILL_D,0.9276,cw=9775480
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,26,green,2451349,STILL_D,0.9215,cw=9775480
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,26,green,2451349,FOLLOWED_FALSE,0.9195,cw=9775480
Qwen/Qwen2.5-3B,implicit,gate1,baseline,27,grey,1348652,CORRECT,0.9312,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,27,grey,1348652,CORRECT,0.9643,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,27,grey,1348652,CORRECT,0.9453,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,27,grey,1348652,STILL_D,0.9299,cw=3931532
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,27,grey,1348652,STILL_D,0.9325,cw=3931532
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,27,grey,1348652,FOLLOWED_FALSE,0.9292,cw=3931532
Qwen/Qwen2.5-3B,implicit,gate1,baseline,28,maroon,1303623,WRONG_DISTRACTOR,0.8963,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,28,maroon,1303623,CORRECT,0.9628,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,28,maroon,1303623,WRONG_DISTRACTOR,0.9199,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,28,maroon,1303623,FOLLOWED_FALSE,0.9202,cw=4152885
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,28,maroon,1303623,OTHER,0.8967,cw=4152885
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,28,maroon,1303623,OTHER,0.9022,cw=4152885
Qwen/Qwen2.5-3B,implicit,gate1,baseline,29,crimson,7653391,WRONG_DISTRACTOR,0.9488,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,29,crimson,7653391,WRONG_DISTRACTOR,0.9701,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,29,crimson,7653391,WRONG_DISTRACTOR,0.958,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,29,crimson,7653391,OTHER,0.9437,cw=8431421
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,29,crimson,7653391,OTHER,0.9406,cw=8431421
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,29,crimson,7653391,OTHER,0.9488,cw=8431421
Qwen/Qwen2.5-3B,implicit,gate1,baseline,30,violet,5697356,WRONG_DISTRACTOR,0.9533,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,30,violet,5697356,CORRECT,0.9583,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,30,violet,5697356,CORRECT,0.9408,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,30,violet,5697356,FOLLOWED_FALSE,0.9605,cw=2733900
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,30,violet,5697356,FOLLOWED_FALSE,0.9533,cw=2733900
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,30,violet,5697356,FOLLOWED_FALSE,0.9541,cw=2733900
Qwen/Qwen2.5-3B,implicit,gate1,baseline,31,black,7216407,CORRECT,0.907,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,31,black,7216407,CORRECT,0.9538,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,31,black,7216407,CORRECT,0.9443,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,31,black,7216407,STILL_D,0.8889,cw=1919881
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,31,black,7216407,STILL_D,0.9072,cw=1919881
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,31,black,7216407,FOLLOWED_FALSE,0.9058,cw=1919881
Qwen/Qwen2.5-3B,implicit,gate1,baseline,32,maroon,7065828,CORRECT,0.9439,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,32,maroon,7065828,CORRECT,0.969,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,32,maroon,7065828,WRONG_DISTRACTOR,0.962,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,32,maroon,7065828,FOLLOWED_FALSE,0.9414,cw=6332857
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,32,maroon,7065828,FOLLOWED_FALSE,0.9293,cw=6332857
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,32,maroon,7065828,FOLLOWED_FALSE,0.9496,cw=6332857
Qwen/Qwen2.5-3B,implicit,gate1,baseline,33,black,5805715,CORRECT,0.9087,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,33,black,5805715,CORRECT,0.9571,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,33,black,5805715,WRONG_DISTRACTOR,0.9453,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,33,black,5805715,STILL_D,0.9216,cw=8122926
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,33,black,5805715,STILL_D,0.9124,cw=8122926
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,33,black,5805715,OTHER,0.9264,cw=8122926
Qwen/Qwen2.5-3B,implicit,gate1,baseline,34,scarlet,5713498,CORRECT,0.945,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,34,scarlet,5713498,CORRECT,0.9705,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,34,scarlet,5713498,WRONG_DISTRACTOR,0.9649,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,34,scarlet,5713498,STILL_D,0.9402,cw=1997767
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,34,scarlet,5713498,OTHER,0.9441,cw=1997767
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,34,scarlet,5713498,FOLLOWED_FALSE,0.9464,cw=1997767
Qwen/Qwen2.5-3B,implicit,gate1,baseline,35,scarlet,3146044,WRONG_DISTRACTOR,0.9515,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,35,scarlet,3146044,CORRECT,0.9609,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,35,scarlet,3146044,WRONG_DISTRACTOR,0.9613,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,35,scarlet,3146044,OTHER,0.9475,cw=7556365
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,35,scarlet,3146044,OTHER,0.9559,cw=7556365
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,35,scarlet,3146044,OTHER,0.9563,cw=7556365
Qwen/Qwen2.5-3B,implicit,gate1,baseline,36,indigo,5772917,WRONG_DISTRACTOR,0.797,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,36,indigo,5772917,CORRECT,0.9459,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,36,indigo,5772917,WRONG_DISTRACTOR,0.8971,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,36,indigo,5772917,FOLLOWED_FALSE,0.8894,cw=9883313
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,36,indigo,5772917,FOLLOWED_FALSE,0.8041,cw=9883313
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,36,indigo,5772917,FOLLOWED_FALSE,0.8677,cw=9883313
Qwen/Qwen2.5-3B,implicit,gate1,baseline,37,ivory,6151849,CORRECT,0.9068,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,37,ivory,6151849,CORRECT,0.9646,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,37,ivory,6151849,CORRECT,0.9325,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,37,ivory,6151849,STILL_D,0.825,cw=2473689
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,37,ivory,6151849,STILL_D,0.8935,cw=2473689
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,37,ivory,6151849,OTHER,0.9312,cw=2473689
Qwen/Qwen2.5-3B,implicit,gate1,baseline,38,bronze,1743312,CORRECT,0.8649,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,38,bronze,1743312,CORRECT,0.939,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,38,bronze,1743312,CORRECT,0.9271,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,38,bronze,1743312,FOLLOWED_FALSE,0.8885,cw=2394463
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,38,bronze,1743312,STILL_D,0.8388,cw=2394463
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,38,bronze,1743312,FOLLOWED_FALSE,0.8926,cw=2394463
Qwen/Qwen2.5-3B,implicit,gate1,baseline,39,white,1067738,CORRECT,0.945,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,39,white,1067738,CORRECT,0.9614,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,39,white,1067738,CORRECT,0.9454,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,39,white,1067738,STILL_D,0.9248,cw=7187340
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,39,white,1067738,STILL_D,0.9342,cw=7187340
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,39,white,1067738,FOLLOWED_FALSE,0.9479,cw=7187340
Qwen/Qwen2.5-3B,implicit,gate1,baseline,40,scarlet,2439594,WRONG_DISTRACTOR,0.8461,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,40,scarlet,2439594,CORRECT,0.9509,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,40,scarlet,2439594,WRONG_DISTRACTOR,0.8973,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,40,scarlet,2439594,OTHER,0.8438,cw=9395262
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,40,scarlet,2439594,OTHER,0.8468,cw=9395262
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,40,scarlet,2439594,OTHER,0.8686,cw=9395262
Qwen/Qwen2.5-3B,implicit,gate1,baseline,41,grey,4162380,CORRECT,0.8809,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,41,grey,4162380,CORRECT,0.9676,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,41,grey,4162380,CORRECT,0.9126,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,41,grey,4162380,STILL_D,0.8701,cw=4691351
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,41,grey,4162380,STILL_D,0.8869,cw=4691351
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,41,grey,4162380,FOLLOWED_FALSE,0.8808,cw=4691351
Qwen/Qwen2.5-3B,implicit,gate1,baseline,42,bronze,7645954,WRONG_DISTRACTOR,0.916,
